,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,2,Litecoin,LTC,litecoin,962,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73480351.72743528,84000000.0,False,,11,,,,2023-07-31T09:14:00.000Z,93.7689217699952,645321983.8813647,12.9602,0.5111043,-1.03123568,1.57795718,-14.24013495,0.87511857,6.18901761,6890173352.76161,0.5813,7876589428.68,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
11,3890,Polygon,MATIC,polygon,791,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-07-31T09:14:00.000Z,0.7021526526281487,240758471.15031746,22.6405,0.34758942,-1.40338803,-5.43461188,6.64805467,-21.38219539,-26.87113042,6543689928.084397,0.552,7021526526.28,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
12,6636,Polkadot,DOT,polkadot-new,545,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1234715294.8605297,1339821669.1542115,True,,13,,,,2023-07-31T09:14:00.000Z,5.182920675084329,113460150.46250401,63.5937,-0.05578427,-1.21168153,-2.54062544,-1.72798417,-0.98256194,-8.81288515,6399431429.575482,0.5398,6944189429.99,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
13,1831,Bitcoin Cash,BCH,bitcoin-cash,739,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19463506.25,19463506.25,False,,14,,,,2023-07-31T09:14:00.000Z,254.1623399770432,499805222.19565177,239.75,0.83136389,4.31514012,3.32207069,-13.57948763,124.97139342,115.54052847,4946890292.6578045,0.4173,5337409139.52,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
14,5994,Shiba Inu,SHIB,shiba-inu,577,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,15,,,,2023-07-31T09:14:00.000Z,8.39343064082143e-06,146709196.57720667,-35.608,0.64124463,-1.75029164,6.23134818,10.42234014,-0.95020694,-15.33115165,4946642451.33991,0.4173,4948674715.84,,2023-07-31T09:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-07-31 14:46:07.644902
0,1,Bitcoin,BTC,bitcoin,10379,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19443993.0,19443993.0,False,,1,,,,2023-07-31T09:14:00.000Z,29374.41649039961,10807884734.128172,82.9682,0.00678645,0.25092452,-1.26225915,-3.47946733,9.04400875,4.8101399,571155948618.4146,48.1839,616862746298.39,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
1,1027,Ethereum,ETH,ethereum,7199,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,121042994.38617297,121042994.38617297,True,,2,,,,2023-07-31T09:14:00.000Z,1867.5779360453344,4761354610.490196,88.269,0.12940588,-0.36455552,-0.11018338,-2.44457958,0.30731957,2.02556653,226057225628.4759,19.0695,226057225628.48,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
2,825,Tether USDt,USDT,tether,58074,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83818134651.27141,86706257841.30522,True,,3,,,,2023-07-31T09:14:00.000Z,1.0000277530425907,18072639751.772667,51.8899,0.02503542,-0.03267639,-0.00146735,0.0194451,-0.00803017,-0.03114945,83820460859.53226,7.0708,86708664203.77,,2023-07-31T09:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-31 14:46:07.644902
3,1839,BNB,BNB,bnb,1548,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855373.18960035,153855373.18960035,False,,4,,,,2023-07-31T09:14:00.000Z,243.7423291489945,469733321.37070906,25.8017,0.1406154,0.48631148,0.9156485,0.25691185,-20.00752914,-24.73091058,37501067013.32095,3.1635,37501067013.32,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
4,52,XRP,XRP,xrp,1015,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-07-31T09:14:00.000Z,0.7049870849179104,1509055504.0146685,110.2721,-0.01997207,-1.02602393,-1.9423194,50.20273983,39.58234488,52.14150266,37148484757.147354,3.1339,70498708491.79,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
5,3408,USD Coin,USDC,usd-coin,13483,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26540872141.526012,26540872141.526012,False,,6,,,,2023-07-31T09:14:00.000Z,0.9999433012606251,2493454256.578407,69.5824,0.00231591,-0.03660862,-0.01562444,-0.00868752,0.00059359,-0.00955043,26539367307.53368,2.2389,26539367307.53,,2023-07-31T09:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-31 14:46:07.644902
6,74,Dogecoin,DOGE,dogecoin,759,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140396126383.7052,140396126383.7052,True,,7,,,,2023-07-31T09:14:00.000Z,0.07928410081820586,407627040.0458514,-16.1947,0.76350041,-1.06940651,6.4430924,16.5214119,10.73191098,1.04405972,11131180638.691256,0.939,11131180638.69,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
7,2010,Cardano,ADA,cardano,885,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35007292379.585,36030277985.671,False,,8,,,,2023-07-31T09:14:00.000Z,0.3137300268655731,184113805.2059276,21.5867,0.33462249,-0.56518942,0.03113287,9.72973617,-13.6126889,-18.86155043,10982838778.738174,0.9265,14117851208.95,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
8,5426,Solana,SOL,solana,495,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404372869.4558904,553689369.9748363,True,,9,,,,2023-07-31T09:14:00.000Z,24.497839078905024,404294520.23311627,62.1409,-0.02629068,-1.86817403,0.03553949,33.00148768,18.42979742,11.91938775,9906261483.805471,0.8357,13564193085.34,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
9,1958,TRON,TRX,tron,800,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89622361083.62952,89622458125.0216,True,,10,71659659264.0,5625915065.644297,,2023-07-31T09:14:00.000Z,0.07850881686330616,266865804.0829765,48.2891,-0.54900832,-4.48500214,-3.87295135,1.61383029,5.4499634,14.86362486,7036145533.171766,0.5936,7036153151.78,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
10,2,Litecoin,LTC,litecoin,962,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73480351.72743528,84000000.0,False,,11,,,,2023-07-31T09:14:00.000Z,93.7689217699952,645321983.8813647,12.9602,0.5111043,-1.03123568,1.57795718,-14.24013495,0.87511857,6.18901761,6890173352.76161,0.5813,7876589428.68,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
11,3890,Polygon,MATIC,polygon,791,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-07-31T09:14:00.000Z,0.7021526526281487,240758471.15031746,22.6405,0.34758942,-1.40338803,-5.43461188,6.64805467,-21.38219539,-26.87113042,6543689928.084397,0.552,7021526526.28,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
12,6636,Polkadot,DOT,polkadot-new,545,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1234715294.8605297,1339821669.1542115,True,,13,,,,2023-07-31T09:14:00.000Z,5.182920675084329,113460150.46250401,63.5937,-0.05578427,-1.21168153,-2.54062544,-1.72798417,-0.98256194,-8.81288515,6399431429.575482,0.5398,6944189429.99,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
13,1831,Bitcoin Cash,BCH,bitcoin-cash,739,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19463506.25,19463506.25,False,,14,,,,2023-07-31T09:14:00.000Z,254.1623399770432,499805222.19565177,239.75,0.83136389,4.31514012,3.32207069,-13.57948763,124.97139342,115.54052847,4946890292.6578045,0.4173,5337409139.52,,2023-07-31T09:14:00.000Z,,,,,,2023-07-31 14:46:07.644902
14,5994,Shiba Inu,SHIB,shiba-inu,577,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,15,,,,2023-07-31T09:14:00.000Z,8.39343064082143e-06,146709196.57720667,-35.608,0.64124463,-1.75029164,6.23134818,10.42234014,-0.95020694,-15.33115165,4946642451.33991,0.4173,4948674715.84,,2023-07-31T09:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-07-31 14:46:07.644902
0,1,Bitcoin,BTC,bitcoin,10379,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19443993.0,19443993.0,False,,1,,,,2023-07-31T09:15:00.000Z,29374.72476580046,10808870953.146313,83.0127,-0.00156458,0.24822309,-1.24861817,-3.48814252,9.04240394,4.79000364,571161942723.1508,48.1877,616869220081.81,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
1,1027,Ethereum,ETH,ethereum,7199,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,121042994.38617297,121042994.38617297,True,,2,,,,2023-07-31T09:15:00.000Z,1867.500319126454,4761550698.585132,88.2744,0.11218577,-0.36696695,-0.10589183,-2.46647491,0.30663262,2.00533797,226047830644.19962,19.0687,226047830644.2,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
2,825,Tether USDt,USDT,tether,58074,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83818134651.27141,86706257841.30522,True,,3,,,,2023-07-31T09:15:00.000Z,1.0000970271316867,18075292328.802174,51.9551,0.02707799,-0.03032821,0.01194102,0.01730732,0.01038731,-0.00592713,83826267284.45995,7.0713,86714670700.8,,2023-07-31T09:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-31 14:47:08.442611
3,1839,BNB,BNB,bnb,1548,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855373.18960035,153855373.18960035,False,,4,,,,2023-07-31T09:15:00.000Z,243.7524655349247,469733321.37070906,25.8078,0.1356997,0.48185475,0.92016576,0.2488335,-20.01157964,-24.72575459,37502626550.76104,3.1636,37502626550.76,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
4,52,XRP,XRP,xrp,1015,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-07-31T09:15:00.000Z,0.7050154276636561,1509140906.4961445,110.366,-0.01650368,-1.02746803,-1.95008313,50.20586415,39.57680837,52.1439706,37149978245.58258,3.1343,70501542766.37,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
5,3408,USD Coin,USDC,usd-coin,13483,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26540872141.526012,26540872141.526012,False,,6,,,,2023-07-31T09:15:00.000Z,1.0000179031265464,2493672592.262096,69.6264,0.00633817,-0.0318897,0.00093381,-0.01437321,0.01922757,0.00276185,26541347306.118614,2.2391,26541347306.12,,2023-07-31T09:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-31 14:47:08.442611
6,74,Dogecoin,DOGE,dogecoin,759,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140396126383.7052,140396126383.7052,True,,7,,,,2023-07-31T09:15:00.000Z,0.07928486947298898,407687646.44567037,-16.1775,0.75427327,-1.0751833,6.4235767,16.51639324,10.73096987,1.04452496,11131288554.845331,0.9391,11131288554.85,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
7,2010,Cardano,ADA,cardano,885,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35007292379.585,36030277985.671,False,,8,,,,2023-07-31T09:15:00.000Z,0.3137288348282801,184113805.2059276,21.6057,0.33727772,-0.56572441,0.03544678,9.73262974,-13.61163624,-18.8573018,10982797048.740131,0.9265,14117797567.27,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
8,5426,Solana,SOL,solana,495,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404372869.4558904,553689369.9748363,True,,9,,,,2023-07-31T09:15:00.000Z,24.497809580389667,404340239.6757562,62.1754,-0.03661184,-1.87386183,0.03881226,32.99360023,18.40327369,11.92895107,9906249555.406172,0.8357,13564176752.33,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
9,1958,TRON,TRX,tron,800,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89622361083.62952,89622458125.0216,True,,10,71659659264.0,5626786545.439115,,2023-07-31T09:15:00.000Z,0.07852097823560082,266865804.0829765,48.2762,-0.54154374,-4.47316148,-3.85935897,1.62388865,5.47161984,14.87413064,7037235464.070831,0.5937,7037243083.86,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
10,2,Litecoin,LTC,litecoin,962,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73480351.72743528,84000000.0,False,,11,,,,2023-07-31T09:15:00.000Z,93.76691742610309,645355833.4481558,12.9771,0.50491463,-1.03128256,1.57745484,-14.24949675,0.87499264,6.18124903,6890026072.867435,0.5813,7876421063.79,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
11,3890,Polygon,MATIC,polygon,791,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-07-31T09:15:00.000Z,0.7021246459923696,240758471.15031746,22.6435,0.33495712,-1.41038732,-5.43688496,6.63403296,-21.39279329,-26.87168664,6543428921.108519,0.5521,7021246459.92,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
12,6636,Polkadot,DOT,polkadot-new,545,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1234715294.8605297,1339821669.1542115,True,,13,,,,2023-07-31T09:15:00.000Z,5.183166869326581,113484552.58144991,63.6742,-0.05664418,-1.20954334,-2.53277601,-1.72942495,-0.9795012,-8.80513674,6399735409.371899,0.5399,6944519286.37,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
13,5994,Shiba Inu,SHIB,shiba-inu,577,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-07-31T09:15:00.000Z,8.394379642159086e-06,146709196.57720667,-35.5981,0.64915807,-1.7425627,6.23949919,10.42399897,-0.9468337,-15.32236715,4947201742.350238,0.4173,4949234236.63,,2023-07-31T09:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-07-31 14:47:08.442611
14,1831,Bitcoin Cash,BCH,bitcoin-cash,739,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19463506.25,19463506.25,False,,15,,,,2023-07-31T09:15:00.000Z,254.16253309107503,499805222.19565177,239.7928,0.78262974,4.31278455,3.32239257,-13.59078417,124.95099065,115.54165596,4946894051.333971,0.4173,5337413194.91,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
0,1,Bitcoin,BTC,bitcoin,10379,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19443993.0,19443993.0,False,,1,,,,2023-07-31T09:15:00.000Z,29374.72476580046,10808870953.146313,83.0127,-0.00156458,0.24822309,-1.24861817,-3.48814252,9.04240394,4.79000364,571161942723.1508,48.1877,616869220081.81,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
1,1027,Ethereum,ETH,ethereum,7199,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,121042994.38617297,121042994.38617297,True,,2,,,,2023-07-31T09:15:00.000Z,1867.500319126454,4761550698.585132,88.2744,0.11218577,-0.36696695,-0.10589183,-2.46647491,0.30663262,2.00533797,226047830644.19962,19.0687,226047830644.2,,2023-07-31T09:15:00.000Z,,,,,,2023-07-31 14:47:08.442611
